,TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,label
20,2022-03-12 21:57:09.585,0.81117284,0.23623942,0.55281466,0.7812722,0.42740792,-0.01609618,-0.08377758,0.43570536,0.47269106,0.30854326,0.1500633,0.91538566,0.49984425,0.021320065,-0.14735083,0.41238296,0.23737092,-0.14771801,-0.33463186,0.06212911,811.0989,805.8608,806.26373,814.7253,764.35895,-0.9716796875,-0.072998046875,0.21600341796875,3.12530517578125,-3.252410888671875,-2.1234130859375,1,1.0,1.0,1.0,1.0,80.0,,Neutral
21,2022-03-12 21:57:10.594,0.8417603,0.07027507,0.25345197,0.75582474,0.23505113,-0.12738304,-0.03686278,0.39379227,0.7913995,0.38436916,0.09478064,0.42267862,0.57203203,-0.023485476,-0.07044068,0.4914782,0.15066569,-0.23139302,-0.36649644,0.022003619,835.2747,804.65204,798.60803,840.10986,897.72894,-0.97039794921875,-0.06646728515625,0.217041015625,3.45428466796875,-3.46923828125,-2.803802490234375,1,1.0,1.0,1.0,1.0,80.0,,Neutral
22,2022-03-12 21:57:11.606,0.64153653,0.12768891,0.14098214,0.6120367,0.20719953,-0.026799083,-0.10273728,0.18217325,0.9568403,0.4712868,0.20032085,0.7659085,0.5702977,-0.059957843,-0.058926683,0.5080223,0.08343809,-0.27627012,-0.36937198,-0.05887862,804.65204,799.011,815.12823,819.15753,868.315,-0.97119140625,-0.0704345703125,0.2174072265625,3.30474853515625,-3.656158447265625,-2.6318359375,1,1.0,1.0,1.0,1.0,80.0,,Neutral
23,2022-03-12 21:57:12.613,0.70705426,0.32607052,-0.13654222,0.5166121,0.21924548,-0.056967102,-0.0355666,0.20660451,1.2016392,0.55451345,0.39458293,0.9957003,0.72673565,-0.08356271,0.006231603,0.38600233,0.05112883,-0.29747733,-0.46809965,0.027067792,810.293,798.60803,819.5604,815.5311,823.1868,-0.9710693359375,-0.07098388671875,0.21484375,3.222503662109375,-3.289794921875,-2.6019287109375,1,1.0,1.0,1.0,1.0,80.0,,Neutral
24,2022-03-12 21:57:13.635,0.7693196,0.12463127,-0.38459587,0.635574,0.17461874,-0.03968256,-0.11983268,0.085465856,1.1896305,0.48174858,0.5382781,1.002787,0.6293274,0.100919634,0.049555417,0.39804754,0.25279585,-0.16154622,-0.37607488,0.06851283,829.6337,796.1905,814.7253,817.1429,840.9158,-0.97149658203125,-0.07037353515625,0.21746826171875,3.46923828125,-3.342132568359375,-2.056121826171875,1,1.0,1.0,1.0,1.0,80.0,,Neutral
25,2022-03-12 21:57:14.641,0.9072568,0.21439366,-0.20487788,0.78975534,0.087833196,-0.10806412,-0.19396327,0.15815851,1.194374,0.2411589,0.5391776,1.0468829,0.5671971,0.11510298,0.011915993,0.5876769,0.07829715,-0.24566673,-0.38118273,-0.07344161,806.6667,799.81683,812.3077,817.9487,869.5238,-0.97174072265625,-0.069580078125,0.218994140625,3.2598876953125,-3.177642822265625,-2.773895263671875,1,1.0,1.0,1.0,1.0,80.0,,Neutral
26,2022-03-12 21:57:15.654,0.7925004,0.32438087,0.16252351,0.7780035,0.20267639,0.17954153,0.13275538,0.28778774,1.1073961,0.38491088,0.28274062,1.079098,0.7234756,0.1096736,-0.08196822,0.5787278,0.18809368,-0.2149158,-0.4256116,-0.0187783,827.619,796.5934,815.5311,809.89014,686.5934,-0.96923828125,-0.07427978515625,0.21234130859375,3.611297607421875,-3.03558349609375,-2.452392578125,1,1.0,1.0,1.0,1.0,80.0,,Neutral
27,2022-03-12 21:57:16.662,0.50570756,0.17714271,0.05644503,0.56281537,0.39997545,0.028211541,0.030582909,0.2312459,1.103054,0.27552217,0.1676935,1.0458494,0.68049306,0.19424824,-0.06546424,0.3517802,0.07872772,-0.24539764,-0.5408955,-0.013268251,825.6044,792.5641,817.5458,838.0952,813.1135,-0.9686279296875,-0.07440185546875,0.215087890625,3.63372802734375,-3.33465576171875,-2.4224853515625,1,1.0,1.0,1.0,1.0,80.0,,Neutral
28,2022-03-12 21:57:17.664,0.34136352,0.24494258,0.1145612,0.52817994,0.25900987,-0.090182364,0.089510486,0.1050766,1.1526935,0.33720478,0.43731707,0.78839684,0.7042169,0.27279514,-0.03914039,0.47816825,-0.04961783,-0.19256325,-0.4709898,-0.0667948,807.47253,794.57874,810.293,806.26373,905.78754,-0.970458984375,-0.0738525390625,0.21722412109375,3.39447021484375,-3.2598876953125,-2.250518798828125,1,1.0,1.0,1.0,1.0,80.0,,Neutral
29,2022-03-12 21:57:18.683,0.4160877,0.34102988,0.30164406,0.24547824,0.062636055,-0.13671994,0.055275306,0.13565874,1.6679548,0.32893836,0.46447945,1.4962763,0.7033089,0.036856625,-0.12695003,0.47235835,0.10755752,-0.33671287,-0.37307376,0.002805144,827.619,800.2198,810.293,813.5165,910.6227,-0.97247314453125,-0.0740966796875,0.21368408203125,3.48419189453125,-3.15521240234375,-2.3626708984375,1,1.0,1.0,1.0,1.0,80.0,,Neutral
30,2022-03-12 21:57:19.695,0.2840496,0.2168198,0.19075592,0.055861574,0.09463643,-0.029241273,0.03168473,0.032282576,1.7222072,0.40972435,0.16046578,1.5923378,0.68482786,0.084780306,-0.15255645,0.48509967,0.16793664,-0.26643068,-0.32340968,0.045373406,796.99634,787.72894,802.6374,817.5458,869.5238,-0.971923828125,-0.07293701171875,0.208740234375,3.551483154296875,-3.342132568359375,-2.392578125,1,1.0,1.0,1.0,1.0,80.0,,Neutral
31,2022-03-12 21:57:20.698,0.64348286,0.27739993,0.17806228,0.49741635,0.2316479,0.044058308,0.05605412,0.12523417,1.7469337,0.48000416,0.3374053,1.5984714,0.7574309,0.026531862,-0.1168124,0.3670277,-0.019999234,-0.2816846,-0.46058452,-0.091962874,826.4103,803.8461,807.47253,817.9487,823.1868,-0.9688720703125,-0.0753173828125,0.2115478515625,3.54400634765625,-3.147735595703125,-2.2430419921875,1,1.0,1.0,1.0,1.0,80.0,,Neutral
32,2022-03-12 21:57:21.703,0.29489645,0.19239783,0.24401177,0.33990225,0.4929804,-0.002108258,0.10998719,0.2635662,1.7412435,0.17103676,0.47047633,1.5886015,0.6246495,-0.018958202,-0.1470086,0.33922118,0.021107607,-0.2532257,-0.5102844,-0.17822035,811.50183,805.8608,817.9487,815.5311,889.67035,-0.96942138671875,-0.07763671875,0.21282958984375,3.312225341796875,-3.42437744140625,-2.37762451171875,1,1.0,1.0,1.0,1.0,80.0,,Neutral
